order_id,product_id,add_to_cart_order,reordered
745952,7503,1,1
745952,18531,2,1
745952,32486,3,1
745952,17191,4,1
745952,37400,5,0
745952,47626,6,1
746489,24759,1,0
746489,9714,2,1
746489,37728,3,0
752147,23165,1,1
752147,34126,2,1
752147,21903,3,1
752147,27521,4,1
752147,4605,5,1
752147,42265,6,1
752147,44632,7,1
752147,32689,8,1
752147,45007,9,1
752147,5876,10,1
752147,48679,11,1
758391,33120,1,1
758391,1966,2,1
761742,16893,1,1
765926,31075,1,0
765926,49381,2,0
765926,12392,3,0
765926,13127,4,0
765926,47330,5,0
765926,12545,6,0
765926,37141,7,0
765926,2971,8,0
765926,33927,9,0
766671,24852,1,1
766671,23082,2,1
766671,25495,3,1
766671,14992,4,1
766671,18631,5,1
766671,37066,6,1
766671,13869,7,1
766671,16754,8,1
766671,28199,9,1
766671,48205,10,1
766671,31981,11,1
766671,41565,12,1
766671,47414,13,1
766671,27307,14,0
766671,32331,15,1
766671,23909,16,0
766671,40648,17,0
766671,3389,18,0
766671,22395,19,0
769611,33452,1,0
769611,25783,2,0
769611,21240,3,0
769611,15424,4,0
769611,31808,5,0
769611,3389,6,1
769611,30274,7,1
770568,5120,1,1
770568,39605,2,0
770568,9290,3,1
770568,22504,4,0
770568,31596,5,0
770568,24852,6,1
770568,7175,7,1
770568,40571,8,0
770568,35851,9,0
770568,16797,10,1
770568,48287,11,1
770568,34243,12,1
770568,19057,13,1
770568,518,14,1
770568,40199,15,1
770568,29180,16,1
775016,13517,1,1
775016,32566,2,1
775016,7781,3,1
775016,47209,4,1
775016,37718,5,1
775016,35628,6,0
775016,39275,7,0
775016,11182,8,0
775016,40604,9,0
775016,28204,10,1
775016,38456,11,1
775016,9808,12,0
775016,41665,13,0
775016,39411,14,1
775016,44632,15,1
775016,13176,16,1
775016,47893,17,0
775016,36135,18,1
775016,3672,19,1
775016,18385,20,1
775016,23545,21,0
778491,44008,1,1
778491,13176,2,1
778491,36070,3,1
778491,41433,4,0
778491,11843,5,1
778491,25879,6,0
779877,23909,1,1
779877,23695,2,0
779877,25705,3,1
779877,8277,4,0
779877,8174,5,0
779877,22220,6,1
779877,44408,7,0
779877,47521,8,1
779877,13870,9,1
779877,21543,10,1
779877,36287,11,0
779877,38273,12,0
779877,28156,13,1
779877,34358,14,1
779877,30589,15,0
779877,25837,16,1
779877,5450,17,1
786086,34050,1,1
786086,24516,2,1
786086,33231,3,0
786086,30584,4,0
786086,48171,5,0
786086,14852,6,1
786086,17600,7,1
786086,17979,8,0
786086,19370,9,0
786086,34262,10,0
786086,20561,11,1
786086,12606,12,1
786086,20119,13,1
786086,44098,14,0
786086,29960,15,1
786475,2745,1,0
786475,11009,2,0
786475,49296,3,1
786475,8580,4,1
786475,44051,5,1
786475,33454,6,1
786475,33782,7,1
786475,27511,8,1
786475,49131,9,1
786475,39275,10,1
788729,21616,1,1
788729,1529,2,1
788729,10248,3,0
788729,45633,4,1
788729,32850,5,0
788729,11068,6,0
788729,32717,7,0
788729,42342,8,0
788729,39475,9,1
788729,21295,10,1
788729,18564,11,1
788729,6718,12,1
788729,19019,13,1
788729,8358,14,0
788729,26283,15,0
788729,45066,16,0
788729,24852,17,1
788729,47626,18,1
790806,40545,1,1
790806,19173,2,1
790806,47209,3,1
790806,13176,4,1
790806,38164,5,1
790806,46969,6,1
790806,10768,7,1
790806,39475,8,1
790806,36506,9,1
790806,27344,10,1
790806,27156,11,1
790806,3376,12,1
790806,26497,13,0
790806,29487,14,0
790806,8518,15,1
790806,12745,16,1
790806,10912,17,1
790806,17553,18,1
790806,21137,19,1
790806,13517,20,1
790806,46226,21,1
790806,5031,22,1
790806,31391,23,0
792176,19348,1,1
792176,8620,2,0
792176,47766,3,1
792176,44632,4,0
792176,28199,5,0
792176,4778,6,1
792176,33846,7,0
792176,10151,8,1
792176,34533,9,0
792176,42987,10,1
792176,41984,11,0
792176,33875,12,0
792176,24097,13,0
792176,22952,14,0
792176,48360,15,0
793390,37158,1,1
793390,6193,2,1
793390,34358,3,1
793390,13733,4,0
793390,35045,5,0
793390,717,6,0
793390,7628,7,1
793390,5586,8,0
793390,49441,9,0
793390,44795,10,1
793823,31847,1,1
793823,42974,2,0
793823,3682,3,0
793823,41540,4,1
793823,29662,5,1
793823,3952,6,1
805165,38689,1,1
805165,18465,2,1
805165,31717,3,1
805165,44359,4,1
805165,47156,5,1
805165,24852,6,1
805165,8277,7,1
805165,21137,8,1
805165,38557,9,0
805165,45007,10,1
805165,10749,11,0
805165,39558,12,0
805165,17706,13,1
805165,7781,14,0
805165,27548,15,0
806927,44632,1,1
806927,1540,2,0
806927,17795,3,0
806927,41665,4,0
806927,5449,5,0
806927,10005,6,0
806927,28824,7,0
808945,37919,1,1
817435,8225,1,1
817435,30353,2,1
818280,22128,1,1
822959,18198,1,1
822959,19488,2,1
822959,11662,3,0
822959,28990,4,1
822959,31717,5,0
822959,6000,6,0
822959,31228,7,0
825092,42495,1,1
825092,27649,2,1
825092,47977,3,1
825092,36316,4,1
825092,27156,5,1
825092,14295,6,1
825092,43352,7,1
825092,2078,8,1
825092,47144,9,1
825092,18019,10,0
825092,32553,11,1
825092,32455,12,1
825092,4966,13,0
825092,12493,14,0
825092,24120,15,0
825092,39332,16,0
825092,47890,17,0
825092,22359,18,0
825092,43772,19,0
825092,2102,20,0
825092,9076,21,1
825092,34487,22,1
825092,26700,23,0
825092,17501,24,0
825092,33041,25,0
825092,40196,26,0
826989,48437,1,0
826989,14147,2,0
826989,28805,3,0
826989,36112,4,0
826989,15359,5,0
826989,27243,6,0
826989,2099,7,0
826989,10241,8,0
826989,3274,9,1
826989,20791,10,0
826989,21730,11,0
826989,6550,12,0
826989,23405,13,0
826989,23001,14,0
826989,44234,15,0
826989,28720,16,0
826989,2180,17,0
826989,12564,18,0
826989,35004,19,0
826989,34067,20,0
826989,47626,21,1
826989,6244,22,0
826989,19906,23,0
826989,46686,24,0
826989,16062,25,0
826989,26088,26,0
826989,4461,27,0
826989,2597,28,0
826989,40332,29,0
826989,27845,30,1
830551,14636,1,1
830551,49112,2,1
830551,25227,3,1
830551,15923,4,1
830551,5067,5,1
830551,30808,6,1
830551,22699,7,1
830551,3856,8,1
830551,32955,9,1
830551,44142,10,1
830551,25919,11,0
838772,17316,1,1
838772,26505,2,0
838772,5794,3,0
838772,14381,4,0
838772,24852,5,0
838772,1006,6,0
838772,46579,7,0
838772,18673,8,0
838772,10479,9,0
838772,18019,10,1
838772,39224,11,0
839921,7615,1,1
839921,27841,2,1
839921,21313,3,1
839921,12771,4,1
839921,5818,5,1
839921,8424,6,1
839921,38321,7,1
839921,45,8,1
839921,38444,9,0
839921,13268,10,0
840882,45374,1,0
840882,40064,2,0
840882,26594,3,0
841020,26209,1,1
841020,2846,2,1
841020,15937,3,1
841020,40706,4,1
841020,31506,5,1
841020,38683,6,0
841020,47766,7,1
841020,4472,8,0
841020,17794,9,1
844113,46594,1,0
844113,32069,2,0
844113,23360,3,0
844113,46226,4,1
844113,1194,5,1
845221,37070,1,0
845221,6087,2,0
845221,7914,3,0
848446,24964,1,1
848446,35503,2,1
848446,35939,3,1
848446,21267,4,1
848446,28849,5,0
848446,7461,6,0
848446,25659,7,0
848446,46667,8,1
848446,22935,9,1
848446,25890,10,0
848446,8518,11,0
848446,29487,12,0
848446,49683,13,1
848446,47734,14,1
848446,7746,15,0
848446,4920,16,0
848446,5652,17,0
848446,19003,18,0
848446,45007,19,1
848901,33222,1,1
848901,24848,2,0
858549,14233,1,1
858549,8859,2,0
858549,29453,3,0
858549,35144,4,0
858549,48857,5,1
859657,23296,1,1
859657,33548,2,1
859657,46817,3,1
859657,14048,4,1
859657,11676,5,1
859657,19209,6,1
859657,9387,7,1
859657,35458,8,1
859657,21128,9,1
859657,41615,10,1
859657,15926,11,1
859657,40571,12,1
859657,19348,13,0
859657,4966,14,0
859657,28535,15,0
859657,812,16,0
860605,27845,1,1
860605,37059,2,0
860605,21903,3,1
860605,21137,4,0
860605,46802,5,0
866216,37710,1,1
866216,31474,2,1
866216,7249,3,1
866216,11759,4,1
866216,11913,5,1
866216,46562,6,1
870081,44008,1,1
870081,4605,2,0
870081,20114,3,0
870081,27156,4,0
870081,49175,5,1
870081,41500,6,0
870081,28842,7,0
870081,23734,8,0
870081,5450,9,0
870081,26209,10,1
870081,5120,11,1
870081,47223,12,0
870081,24195,13,0
870081,2704,14,0
870081,25272,15,1
870081,45066,16,0
870081,23192,17,0
870081,24928,18,0
870081,16793,19,0
870081,35003,20,0
874124,28278,1,1
874124,43713,2,1
874124,14678,3,1
874124,13176,4,0
874124,36034,5,1
874481,31154,1,1
874481,39712,2,0
874527,30063,1,1
874527,35951,2,1
874527,25659,3,0
874527,20580,4,1
874527,13176,5,1
874527,18499,6,1
874527,16995,7,1
874527,19048,8,0
876806,11292,1,0
881106,18049,1,0
881106,4776,2,1
881106,48083,3,1
881106,24163,4,0
881106,25582,5,0
881106,9699,6,0
893249,24117,1,0
893249,45318,2,0
893249,34862,3,0
893249,45296,4,0
893249,20828,5,0
893249,37625,6,0
893249,26185,7,0
893249,9229,8,0
893249,5732,9,0
893249,26396,10,0
893249,12916,11,0
893249,49605,12,0
893249,19051,13,0
893249,19218,14,0
893249,4281,15,0
894713,16304,1,1
894713,10084,2,1
894713,820,3,1
894713,39094,4,1
894713,37158,5,1
894713,37935,6,1
894713,18286,7,1
894713,37068,8,1
894713,16753,9,0
894713,45123,10,0
894713,27885,11,1
894713,32740,12,0
894713,22141,13,0
894713,15700,14,0
895724,21903,1,1
895724,25272,2,1
895724,43352,3,1
895724,18037,4,1
895724,49235,5,1
895724,47626,6,1
895724,33120,7,1
895724,28593,8,1
895724,27695,9,1
895724,18337,10,1
895724,47621,11,1
895724,39275,12,1
895724,18761,13,0
895724,14267,14,0
895724,13646,15,0
895724,12258,16,1
895724,26209,17,1
895724,27959,18,0
895724,8424,19,1
895724,46979,20,0
898234,35163,1,1
898234,16521,2,1
898234,8174,3,1
898234,47209,4,1
898234,45445,5,1
898234,29675,6,1
898234,24024,7,1
898234,37067,8,1
898234,27845,9,1
898234,21137,10,1
898234,31638,11,1
898234,45066,12,0
898234,19057,13,1
898234,13263,14,1
898234,28465,15,1
898234,36865,16,1
898234,8309,17,1
898234,45167,18,1
898298,28985,1,0
898298,47209,2,0
898298,30391,3,0
898298,29487,4,0
898298,47156,5,0
898298,38190,6,0
898298,47734,7,0
898298,48775,8,0
898298,9436,9,0
898298,27344,10,0
898298,27548,11,0
898298,5899,12,0
898298,46979,13,0
898928,47766,1,1
898928,24852,2,1
898928,21137,3,0
898928,4920,4,1
898928,36735,5,1
898928,37158,6,0
898928,7952,7,0
898928,7781,8,0
898928,21616,9,1
898928,45066,10,1
898928,20015,11,0
898928,49683,12,0
898928,26790,13,0
898928,24841,14,1
898928,15902,15,0
898928,3583,16,0
899813,31912,1,1
899813,15164,2,0
899813,19286,3,1
906646,24964,1,1
906646,29987,2,0
906646,26301,3,0
906646,48775,4,0
906646,45073,5,0
906646,46688,6,0
906646,29256,7,0
906646,41613,8,0
906646,34126,9,1
912487,31506,1,1
912487,8743,2,1
912487,29387,3,1
912487,33754,4,1
912487,39891,5,1
912487,9076,6,1
912487,9551,7,1
912487,24852,8,1
912487,1559,9,1
912487,43369,10,1
912487,4957,11,1
912487,29085,12,1
912487,22017,13,1
912487,4472,14,1
912487,14951,15,1
912487,6814,16,1
912487,41787,17,1
924163,9431,1,1
924163,12341,2,0
926418,13225,1,1
931825,25985,1,1
931825,18109,2,1
931825,21630,3,1
934675,26586,1,0
934675,16494,2,0
934675,34055,3,0
934675,37065,4,1
934675,28647,5,1
934675,11461,6,1
934675,28842,7,1
934675,5025,8,1
934675,9897,9,1
934675,30095,10,1
934675,7388,11,0
934675,4478,12,0
934675,16365,13,0
934675,36854,14,0
934675,2488,15,0
934675,3861,16,0
934675,24273,17,0
934675,15472,18,0
934675,14680,19,0
934675,41290,20,1
934675,23811,21,1
934675,5077,22,0
937806,21938,1,1
937806,34969,2,1
937806,30391,3,1
937806,24184,4,1
937806,24852,5,1
937806,47626,6,1
937806,49131,7,1
943665,11913,1,0
943665,48193,2,0
943665,19767,3,1
949572,2275,1,1
949572,27344,2,1
949572,6348,3,1
949572,31981,4,1
949572,46572,5,0
949572,31573,6,1
949572,2202,7,0
949572,12015,8,1
950451,27639,1,1
950451,17579,2,1
950451,27845,3,1
950451,12196,4,1
950451,1890,5,1
950451,14891,6,1
950451,31701,7,1
953922,45668,1,1
953922,9269,2,0
953922,45005,3,0
953922,12630,4,1
953922,42362,5,1
956169,18880,1,0
956169,19660,2,1
956169,5258,3,1
956169,17794,4,1
956169,24263,5,0
956169,29898,6,0
956169,43772,7,0
956169,32153,8,1
963835,228,1,0
963835,41890,2,0
963835,4942,3,1
963835,19220,4,0
963835,21174,5,0
963835,30489,6,1
963835,10166,7,1
963835,47652,8,0
963835,31772,9,0
968645,13424,1,1
968645,6184,2,1
968645,11266,3,1
968645,12427,4,1
968645,47402,5,0
968645,3798,6,0
968645,10310,7,1
975146,16797,1,1
975146,9076,2,0
975146,6184,3,1
975146,21572,4,1
975821,12233,1,1
975821,49235,2,0
975821,37067,3,0
975821,1511,4,1
975821,9934,5,1
975821,39275,6,0
976153,34368,1,0
977966,3957,1,1
977966,20564,2,1
977966,11513,3,1
977966,11385,4,1
977966,44910,5,1
977966,44632,6,1
977966,35221,7,1
977966,13027,8,1
977966,7228,9,1
977966,34175,10,1
977966,24838,11,0
977966,41844,12,1
977966,33731,13,0
977966,46654,14,1
981240,28985,1,1
981240,8518,2,0
981240,17794,3,1
981240,25659,4,0
981240,32655,5,1
981240,19048,6,0
981240,42719,7,0
983366,40925,1,0
983366,3808,2,0
983366,41290,3,1
983366,33222,4,1
983366,9477,5,1
983366,14788,6,1
983366,22089,7,1
983366,8193,8,1
983366,14399,9,1
983366,20877,10,1
983366,12565,11,1
983366,41680,12,1
983366,34886,13,1
983366,23322,14,1
983366,41433,15,1
983366,17364,16,1
983366,46402,17,1
984748,5535,1,1
984748,49235,2,1
984748,3389,3,1
984748,16610,4,1
984748,17985,5,1
984748,28993,6,0
984748,15872,7,1
984748,41665,8,1
984748,10005,9,1
984748,12496,10,1
984748,2408,11,1
984748,6193,12,0
984748,4091,13,1
984748,21616,14,1
984748,7079,15,0
984748,8195,16,1
984748,7781,17,0
984748,36697,18,1
984748,18381,19,0
984748,24382,20,0
984748,15718,21,0
984748,47209,22,0
984748,47862,23,0
984748,29487,24,1
985057,8693,1,0
985057,633,2,0
985057,35221,3,1
985057,21709,4,1
985057,44632,5,1
985057,29127,6,0
985057,35951,7,1
985057,27086,8,0
985970,18027,1,1
985970,49383,2,1
985970,32857,3,1
985970,20670,4,1
985970,47766,5,0
985970,21137,6,0
985970,21903,7,1
985970,10132,8,1
985970,5103,9,0
985970,4847,10,0
985970,48442,11,0
985970,14678,12,0
985970,34128,13,0
985970,43522,14,0
985970,16479,15,0
985970,39981,16,0
985970,42352,17,0
985970,31471,18,0
985970,31461,19,1
985970,21194,20,0
985970,29397,21,0
985970,12206,22,0
985970,38273,23,0
985970,28204,24,0
985970,39928,25,0
985970,43122,26,0
985970,27925,27,0
985970,27966,28,0
985970,24184,29,0
985970,15290,30,0
985970,27845,31,0
985970,39337,32,0
987057,22153,1,1
987057,26951,2,0
987057,21962,3,0
987057,26138,4,0
987057,28955,5,0
998719,13974,1,1
998719,25371,2,1
998719,6340,3,1
998719,43928,4,0
998719,34909,5,1
998719,3407,6,1
998719,32271,7,0
998719,35619,8,1
998719,32611,9,0
998719,11561,10,0
998719,24024,11,1
998719,20298,12,1
1005293,17272,1,0
1005293,3957,2,0
1007079,35336,1,1
1007079,38689,2,1
1007079,4421,3,1
1007079,7781,4,1
1007079,21137,5,1
1007079,17794,6,1
1007079,32360,7,1
1007079,21230,8,1
1007079,32099,9,1
1007079,41757,10,1
1007079,5973,11,1
1007079,22328,12,1
1007079,16262,13,1
1007079,1426,14,1
1007079,11005,15,0
1007079,47626,16,1
1007079,47766,17,0
1007079,260,18,0
1007079,42342,19,0
1007079,972,20,1
1007079,17600,21,0
1007079,10761,22,0
1007079,48595,23,0
1007079,13176,24,1
1018822,43352,1,1
1018822,38768,2,1
1018822,13176,3,1
1018822,10326,4,0
1018822,39001,5,0
1020825,22963,1,1
1020825,14129,2,0
1020825,10644,3,0
1020825,22035,4,0
1020825,11520,5,0
1020825,46587,6,0
1020825,1999,7,0
1020825,43394,8,1
1020825,21616,9,0
1020825,21903,10,0
1021620,8339,1,1
1021620,21326,2,1
1028138,9839,1,1
1028138,5586,2,0
1028138,43352,3,1
1030049,11777,1,1
1030049,21137,2,1
1030049,27966,3,1
1030049,26604,4,1
1030049,21903,5,1
1030049,37332,6,1
1030049,20406,7,0
1030049,13176,8,0
1030049,42768,9,0
1030049,45264,10,0
1030049,4605,11,1
1030049,47626,12,0
1030049,15937,13,0
1030049,34358,14,0
1030049,890,15,1
1030049,46676,16,0
1030049,24184,17,1
1030049,28842,18,0
1036541,28862,1,1
1036541,31231,2,1
1036541,34927,3,1
1036541,15487,4,1
1036541,11250,5,1
1036541,30391,6,1
1036541,8518,7,1
1036541,35328,8,0
1044258,38453,1,1
1048854,15680,1,1
1049570,37158,1,1
1049570,16766,2,1
1049570,24852,3,0
1049570,21137,4,1
1049570,40545,5,0
1049570,38159,6,1
1049570,25588,7,1
1049570,2450,8,1
1049570,24561,9,1
1049570,10060,10,1
1049570,12206,11,1
1049570,31378,12,1
1049570,4920,13,1
1049570,20995,14,1
1049570,3376,15,1
1049570,343,16,1
1049570,8193,17,0
1049570,11371,18,1
1049570,27845,19,1
1049570,22825,20,0
1056108,47141,1,1
1056108,29529,2,0
1057030,329,1,1
1057030,23986,2,1
1057030,49235,3,1
1057030,42404,4,1
1057030,33623,5,1
1057030,3143,6,1
1057030,8424,7,1
1057030,5618,8,1
1057030,47766,9,1
1057030,49075,10,1
1057030,21137,11,1
1057030,17980,12,1
1057030,15392,13,1
1057030,5677,14,1
1057030,38164,15,1
1059725,17284,1,1
1059725,47626,2,0
1059725,24964,3,1
1059725,37067,4,0
1059725,38996,5,0
1059725,27521,6,0
1059725,5764,7,1
1059725,35163,8,0
1059725,30391,9,1
1059725,44987,10,0
1059725,1269,11,0
1059725,16290,12,0
1059725,40604,13,1
1059725,10749,14,0
1059725,30480,15,0
1059725,31717,16,1
1064218,24954,1,1
1064218,23341,2,1
1064218,13250,3,0
1064218,40168,4,0
1064218,43772,5,1
1064218,4605,6,0
1064218,22699,7,1
1064483,24925,1,1
1064483,44085,2,1
1064483,29175,3,1
1064483,33747,4,1
1064483,38446,5,1
1064483,49681,6,1
1064483,44475,7,1
1064483,13997,8,1
1064483,24852,9,1
1064483,16797,10,1
1064483,23909,11,1
1064483,19977,12,1
1064483,19691,13,0
1064483,34127,14,1
1064483,3862,15,1
1064483,47209,16,1
1064483,13823,17,1
1064483,48299,18,1
1064483,23541,19,1
1064483,44142,20,1
1065740,16283,1,1
1065740,8048,2,1
1065740,9434,3,1
1065740,21292,4,1
1069023,47144,1,1
1069023,27104,2,1
1069023,44683,3,1
1069023,10749,4,1
1069023,24852,5,1
1069023,17429,6,1
1069023,42265,7,1
1069023,47780,8,1
1070534,14715,1,1
1072634,21903,1,1
1072634,16759,2,0
1072634,37646,3,0
1072634,22825,4,0
1072634,49683,5,0
1072634,35547,6,0
1072634,31553,7,0
1072634,1121,8,1
1072634,6347,9,0
1072634,47766,10,0
1072971,47766,1,1
1072971,15290,2,1
1072971,2295,3,1
1072971,21938,4,1
1072971,20114,5,1
1072971,19057,6,1
1072971,14161,7,0
1072971,7628,8,1
1072971,6813,9,1
1072971,35440,10,1
1072971,20824,11,0
1072971,18460,12,0
1072971,18534,13,1
1072971,27104,14,1
1072971,15872,15,0
1072971,46245,16,1
1075874,29987,1,0
1075874,24507,2,0
1075874,37119,3,0
1075874,41570,4,0
1075874,28204,5,1
1076334,12916,1,0
1076334,196,2,0
1076334,47931,3,0
1076334,41406,4,0
1076334,40199,5,1
1080568,19213,1,1
1080568,46595,2,0
1080568,48468,3,0
1080568,29193,4,0
1080568,24881,5,0
1080568,22959,6,1
1080568,3787,7,1
1080568,13176,8,1
1080568,45656,9,1
1080568,37417,10,1
1080568,41844,11,1
1080568,40571,12,1
1080568,44270,13,1
1080568,13740,14,1
1080568,22767,15,1
1080568,48171,16,1
1081452,22825,1,1
1081452,43122,2,1
1081452,1374,3,1
1081452,13176,4,1
1081452,27521,5,1
1081452,27966,6,1
1081452,21137,7,1
1081452,39275,8,0
1081452,22504,9,0
1081452,43768,10,1
1081452,41220,11,1
1081452,14540,12,0
1081452,35921,13,1
1081452,17454,14,1
1081452,42585,15,1
1081452,41658,16,1
1081452,37524,17,1
1081452,13535,18,0
1081452,24009,19,0
1087416,6104,1,1
1087416,13176,2,1
1087416,20082,3,1
1087416,21903,4,1
1087416,7179,5,1
1087416,47209,6,1
1087416,46696,7,1
1087416,37825,8,1
1087416,45007,9,1
1087416,41593,10,0
1087416,12206,11,0
1087416,44661,12,0
1088783,47877,1,1
1088783,40411,2,1
1088783,34368,3,0
1088783,24852,4,1
1088783,2977,5,0
1088783,8174,6,0
1088783,3999,7,1
1088783,1605,8,0
1088783,19734,9,0
1090667,21292,1,1
1090667,13575,2,0
1090667,32478,3,0
1090667,32403,4,0
1090667,23423,5,1
1090667,6184,6,0
1094117,39046,1,1
1094117,29333,2,1
1094117,11481,3,1
1094117,44683,4,1
1094117,23687,5,0
1094117,11987,6,0
1106624,9411,1,1
1106624,22108,2,1
1106624,28464,3,1
1106624,41148,4,1
1106624,17316,5,1
1106624,7358,6,1
1106624,15134,7,1
1106624,30162,8,1
1106624,43252,9,1
1106624,14852,10,1
1106624,38946,11,0
1106624,4562,12,0
1106624,22752,13,0
1106624,33846,14,1
1106624,24434,15,0
1106626,47977,1,1
1106626,10690,2,0
1106626,43631,3,1
1106626,5794,4,1
1106626,23909,5,0
1106938,16185,1,1
1106938,13194,2,0
1106938,27086,3,1
1106938,37725,4,1
1106938,36316,5,1
1106938,29382,6,1
1106938,5565,7,1
1106938,27147,8,1
1106938,42677,9,0
1106938,40332,10,1
1106938,23888,11,0
1106938,13187,12,0
1106938,30633,13,0
1106938,46274,14,0
1106938,5450,15,1
1107353,5077,1,1
1114374,35221,1,0
1114374,13870,2,1
1114374,40377,3,0
1114374,46011,4,0
1114374,21147,5,0
1114374,18288,6,0
1114374,1194,7,0
1114883,44632,1,0
1114883,42110,2,1
1117807,22089,1,1
1117807,33731,2,1
1117807,4656,3,0
1117807,35108,4,1
1117807,26764,5,0
1118456,25307,1,1
1118456,45032,2,0
1118456,8193,3,1
1118456,16882,4,0
1118456,11703,5,1
1118456,7243,6,0
1118456,17769,7,0
1118456,8730,8,1
1118456,10637,9,0
1125245,20464,1,1
1128567,8277,1,1
1128567,41699,2,1
1128567,35003,3,1
1130353,5876,1,1
1130353,45066,2,1
1130353,40156,3,1
1130353,13984,4,1
1130353,30489,5,1
1130353,24964,6,1
1130353,43961,7,1
1130353,34134,8,1
1130353,46979,9,1
1130353,36036,10,1
1136749,34939,1,0
1136749,21057,2,0
1136749,39619,3,0
1136749,24852,4,0
1136749,41787,5,0
1136749,34658,6,0
1136749,47144,7,1
1136749,31433,8,0
1136749,6638,9,1
1136749,26634,10,1
1137500,22823,1,1
1137500,421,2,1
1137500,28412,3,0
1137500,16215,4,0
1137500,48205,5,1
1137500,13536,6,1
1137500,26689,7,1
1137500,16797,8,0
1137500,5698,9,0
1140921,46906,1,1
1140921,25263,2,1
1140921,25466,3,1
1140921,27086,4,1
1140921,40706,5,1
1140921,21405,6,1
1140921,18434,7,1
1140921,25588,8,1
1140921,4086,9,0
1140921,32467,10,0
1140921,10527,11,0
1140921,26668,12,0
1140921,48364,13,1
1145739,47734,1,1
1145739,47042,2,1
1145739,39877,3,1
1145739,48023,4,1
1145739,37053,5,0
1152351,25466,1,1
1152351,26894,2,1
1152351,5514,3,1
1152351,25936,4,1
1152351,21137,5,1
1152351,39275,6,1
1152351,12732,7,1
1152351,46720,8,1
1152351,14739,9,1
1154496,47672,1,1
1154496,41259,2,0
1154496,28985,3,1
1154496,8424,4,0
1154496,16759,5,1
1154496,43789,6,1
1154496,29487,7,1
1154496,26497,8,0
1154496,20114,9,1
1154496,13198,10,1
1154496,16145,11,1
1154496,8693,12,0
1159362,12341,1,1
1159362,13966,2,1
1159362,16143,3,1
1159362,37687,4,1
1159362,47402,5,1
1159362,37710,6,1
1159362,6184,7,0
1159441,43352,1,1
1159441,33956,2,1
1161806,8859,1,1
1161806,1181,2,1
1161806,3808,3,0
1161806,17769,4,0
1169030,26209,1,1
1169030,47626,2,1
1169030,29503,3,1
1169030,33671,4,1
1169030,36552,5,1
1169030,27167,6,1
1169030,21338,7,1
1169030,35948,8,1
1169030,25844,9,1
1171824,4920,1,1
1171824,27020,2,1
1171824,37766,3,0
1171824,4889,4,0
1171824,19647,5,0
1171824,23414,6,0
1178075,30696,1,1
1178075,23313,2,1
1178075,41400,3,1
1178075,45806,4,1
1178075,7146,5,1
1178075,29615,6,0
1178075,6016,7,0
1180794,35440,1,1
1180794,38200,2,0
1180794,14399,3,0
1181377,276,1,0
1181377,46473,2,0
1181377,14290,3,0
1181377,495,4,0
1181377,26280,5,0
1181377,42475,6,0
1181377,30064,7,0
1181377,28913,8,0
1181377,33943,9,0
1181377,16609,10,0
1181377,27796,11,0
1181377,36854,12,0
1181377,4210,13,0
1181377,9292,14,0
1181377,19003,15,0
1181377,9098,16,0
1181377,32689,17,0
1181377,29008,18,0
1181377,38747,19,0
1181377,47050,20,1
1181377,47185,21,0
1181377,23238,22,0
1181377,41686,23,0
1181377,40593,24,0
1181377,46222,25,0
1181377,22750,26,1
1181377,31848,27,0
1181377,37152,28,0
1181377,7400,29,1
1186199,8460,1,0
1186199,39431,2,0
1186199,30509,3,1
1186199,28299,4,1
1186199,14820,5,0
1186199,27323,6,0
1186199,33771,7,0
1189134,49070,1,0
1189134,28647,2,1
1189134,15086,3,0
1190260,43565,1,0
1190260,40136,2,1
1190260,7925,3,0
1190260,24184,4,1
1190260,2295,5,1
1190260,15290,6,1
1190260,6473,7,1
1190260,39032,8,0
1190260,21616,9,0
1190260,32684,10,0
1190260,1117,11,0
1190260,311,12,1
1190260,28204,13,1
1190260,39877,14,1
1190260,39275,15,0
1190260,16953,16,0
1190260,31958,17,0
1192538,16254,1,1
1192538,47209,2,1
1192538,39578,3,1
1192538,35782,4,1
1192538,40723,5,1
1192538,26981,6,1
1192538,17312,7,1
1192538,20734,8,1
1192538,44471,9,1
1192538,25681,10,1
1192538,7014,11,0
1192538,18963,12,1
1192538,21195,13,0
1192538,25466,14,1
1198103,42562,1,1
1198103,26279,2,1
1198103,43776,3,1
1198103,8195,4,1
1198103,27157,5,1
1198103,4289,6,1
1198103,29766,7,0
1198103,2559,8,0
1198103,27325,9,1
1198103,28921,10,0
1198103,37474,11,1
1198103,2014,12,0
1198103,39160,13,0
1198103,13334,14,0
1202870,11516,1,0
1202870,43464,2,0
1202870,46673,3,0
1202870,34287,4,0
1202870,27748,5,0
1202870,27364,6,0
1202870,31268,7,0
1202870,3593,8,0
1202870,13145,9,0
1202870,41480,10,0
1202870,38236,11,0
1202870,46709,12,0
1202956,27845,1,1
1202956,24852,2,1
1202956,32734,3,0
1202956,38273,4,1
1202956,39619,5,1
1202956,9210,6,1
1202956,47626,7,1
1202956,10504,8,0
1202956,44683,9,0
1202956,44910,10,0
1202956,33731,11,0
1202956,26096,12,0
1202956,16797,13,0
1202956,26842,14,1
1202956,25890,15,0
1202956,5912,16,0
1202956,26209,17,1
1202956,34126,18,0
1202956,38650,19,0
1207701,17721,1,0
